LANStream starting on http://0.0.0.0:8090  (local: http://localhost:8090)
INFO:     127.0.0.1:53310 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:53312 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:53314 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:65228 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:57758 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:49946 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:55721 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:60659 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:52206 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56728 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:64091 - "GET /api/media/TV%20Shows/From/Season%2001/E01-thumb.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:49684 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:63720 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:52382 - "POST /api/watchlist/shows/1 HTTP/1.1" 204 No Content
INFO:     127.0.0.1:52162 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:53867 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:54437 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:52850 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:50166 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:53264 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:49858 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:62076 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:62387 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:58982 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:58281 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:59468 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:65126 - "DELETE /api/watchlist/shows/1 HTTP/1.1" 204 No Content
INFO:     127.0.0.1:49674 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:56616 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:49304 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:54994 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:65271 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:62543 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:59705 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:57709 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:51250 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56883 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:62502 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:57739 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:52850 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:52742 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:52851 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:52855 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:52856 - "GET /api/shows/1 HTTP/1.1" 200 OK
INFO:     127.0.0.1:52860 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
